Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
149,2.0,6.0,33779.0,11,03-14-2020,Schouwen-Duiveland
135,2.0,6.0,33779.0,10,03-13-2020,Schouwen-Duiveland
118,2.0,6.0,33779.0,09,03-12-2020,Schouwen-Duiveland
258,1.0,3.0,33779.0,08,03-11-2020,Schouwen-Duiveland
258,2.0,6.0,33779.0,07,03-10-2020,Schouwen-Duiveland
258,1.0,3.0,33779.0,06,03-09-2020,Schouwen-Duiveland
258,1.0,3.0,33779.0,05,03-08-2020,Schouwen-Duiveland
258,1.0,3.0,33779.0,04,03-07-2020,Schouwen-Duiveland
262,5.0,48.0,10516.0,19,03-22-2020,Simpelveld
262,5.0,48.0,10516.0,18,03-21-2020,Simpelveld
262,5.0,48.0,10516.0,17,03-20-2020,Simpelveld
262,5.0,48.0,10516.0,16,03-19-2020,Simpelveld
262,5.0,48.0,10516.0,15,03-18-2020,Simpelveld
262,4.0,38.0,10516.0,14,03-17-2020,Simpelveld
173,3.0,29.0,10516.0,12,03-16-2020,Simpelveld
192,3.0,29.0,10516.0,13,03-16-2020,Simpelveld
152,2.0,19.0,10516.0,11,03-14-2020,Simpelveld
136,2.0,19.0,10516.0,10,03-13-2020,Simpelveld
119,2.0,19.0,10516.0,09,03-12-2020,Simpelveld
261,2.0,19.0,10516.0,08,03-11-2020,Simpelveld
261,2.0,19.0,10516.0,07,03-10-2020,Simpelveld
261,2.0,19.0,10516.0,06,03-09-2020,Simpelveld
261,2.0,19.0,10516.0,05,03-08-2020,Simpelveld
261,2.0,19.0,10516.0,04,03-07-2020,Simpelveld
261,2.0,19.0,10516.0,03,03-06-2020,Simpelveld
263,13.0,112.0,11606.0,19,03-22-2020,Sint Anthonis
263,12.0,103.0,11606.0,18,03-21-2020,Sint Anthonis
263,10.0,86.0,11606.0,17,03-20-2020,Sint Anthonis
263,8.0,69.0,11606.0,16,03-19-2020,Sint Anthonis
263,5.0,43.0,11606.0,15,03-18-2020,Sint Anthonis
263,4.0,34.0,11606.0,14,03-17-2020,Sint Anthonis
174,2.0,17.0,11606.0,12,03-16-2020,Sint Anthonis
193,3.0,26.0,11606.0,13,03-16-2020,Sint Anthonis
153,2.0,17.0,11606.0,11,03-14-2020,Sint Anthonis
264,14.0,48.0,28991.0,19,03-22-2020,Sint-Michielsgestel
264,12.0,41.0,28991.0,18,03-21-2020,Sint-Michielsgestel
264,12.0,41.0,28991.0,17,03-20-2020,Sint-Michielsgestel
264,10.0,34.0,28991.0,16,03-19-2020,Sint-Michielsgestel
264,10.0,34.0,28991.0,15,03-18-2020,Sint-Michielsgestel
264,8.0,28.0,28991.0,14,03-17-2020,Sint-Michielsgestel
175,6.0,21.0,28991.0,12,03-16-2020,Sint-Michielsgestel
194,8.0,28.0,28991.0,13,03-16-2020,Sint-Michielsgestel
154,6.0,21.0,28991.0,11,03-14-2020,Sint-Michielsgestel
137,5.0,17.0,28991.0,10,03-13-2020,Sint-Michielsgestel
120,5.0,17.0,28991.0,09,03-12-2020,Sint-Michielsgestel
263,5.0,17.0,28991.0,08,03-11-2020,Sint-Michielsgestel
263,5.0,17.0,28991.0,07,03-10-2020,Sint-Michielsgestel
263,5.0,17.0,28991.0,06,03-09-2020,Sint-Michielsgestel
263,5.0,17.0,28991.0,05,03-08-2020,Sint-Michielsgestel
263,3.0,10.0,28991.0,04,03-07-2020,Sint-Michielsgestel
263,2.0,7.0,28991.0,03,03-06-2020,Sint-Michielsgestel
263,1.0,3.0,28991.0,02,03-05-2020,Sint-Michielsgestel
265,59.0,64.0,92661.0,19,03-22-2020,Sittard-Geleen
265,58.0,63.0,92661.0,18,03-21-2020,Sittard-Geleen
265,58.0,63.0,92661.0,17,03-20-2020,Sittard-Geleen
265,51.0,55.0,92661.0,16,03-19-2020,Sittard-Geleen
265,51.0,55.0,92661.0,15,03-18-2020,Sittard-Geleen
265,42.0,45.0,92661.0,14,03-17-2020,Sittard-Geleen
176,37.0,40.0,92661.0,12,03-16-2020,Sittard-Geleen
195,38.0,41.0,92661.0,13,03-16-2020,Sittard-Geleen
155,35.0,38.0,92661.0,11,03-14-2020,Sittard-Geleen
138,23.0,25.0,92661.0,10,03-13-2020,Sittard-Geleen
121,20.0,22.0,92661.0,09,03-12-2020,Sittard-Geleen
264,20.0,22.0,92661.0,08,03-11-2020,Sittard-Geleen
264,13.0,14.0,92661.0,07,03-10-2020,Sittard-Geleen
264,8.0,9.0,92661.0,06,03-09-2020,Sittard-Geleen
264,7.0,8.0,92661.0,05,03-08-2020,Sittard-Geleen
264,4.0,4.0,92661.0,04,03-07-2020,Sittard-Geleen
264,4.0,4.0,92661.0,03,03-06-2020,Sittard-Geleen
264,2.0,2.0,92661.0,02,03-05-2020,Sittard-Geleen
266,3.0,12.0,25026.0,19,03-22-2020,Sliedrecht
266,3.0,12.0,25026.0,18,03-21-2020,Sliedrecht
266,2.0,8.0,25026.0,17,03-20-2020,Sliedrecht
266,1.0,4.0,25026.0,16,03-19-2020,Sliedrecht
266,1.0,4.0,25026.0,15,03-18-2020,Sliedrecht
266,1.0,4.0,25026.0,14,03-17-2020,Sliedrecht
267,4.0,17.0,23386.0,19,03-22-2020,Sluis
267,3.0,13.0,23386.0,18,03-21-2020,Sluis
267,3.0,13.0,23386.0,17,03-20-2020,Sluis
267,2.0,9.0,23386.0,16,03-19-2020,Sluis
267,2.0,9.0,23386.0,15,03-18-2020,Sluis
267,2.0,9.0,23386.0,14,03-17-2020,Sluis
177,1.0,4.0,23386.0,12,03-16-2020,Sluis
196,2.0,9.0,23386.0,13,03-16-2020,Sluis
268,3.0,5.0,55938.0,19,03-22-2020,Smallingerland
268,3.0,5.0,55938.0,18,03-21-2020,Smallingerland
268,3.0,5.0,55938.0,17,03-20-2020,Smallingerland
268,3.0,5.0,55938.0,16,03-19-2020,Smallingerland
268,3.0,5.0,55938.0,15,03-18-2020,Smallingerland
268,3.0,5.0,55938.0,14,03-17-2020,Smallingerland
178,3.0,5.0,55938.0,12,03-16-2020,Smallingerland
197,3.0,5.0,55938.0,13,03-16-2020,Smallingerland
156,2.0,4.0,55938.0,11,03-14-2020,Smallingerland
139,1.0,2.0,55938.0,10,03-13-2020,Smallingerland
122,1.0,2.0,55938.0,09,03-12-2020,Smallingerland
267,1.0,2.0,55938.0,08,03-11-2020,Smallingerland
269,16.0,35.0,46194.0,19,03-22-2020,Soest
269,15.0,32.0,46194.0,18,03-21-2020,Soest
269,14.0,30.0,46194.0,17,03-20-2020,Soest
269,13.0,28.0,46194.0,16,03-19-2020,Soest
269,12.0,26.0,46194.0,15,03-18-2020,Soest
269,11.0,24.0,46194.0,14,03-17-2020,Soest
179,8.0,17.0,46194.0,12,03-16-2020,Soest
198,10.0,22.0,46194.0,13,03-16-2020,Soest
157,8.0,17.0,46194.0,11,03-14-2020,Soest
140,8.0,17.0,46194.0,10,03-13-2020,Soest
123,8.0,17.0,46194.0,09,03-12-2020,Soest
268,8.0,17.0,46194.0,08,03-11-2020,Soest
268,8.0,17.0,46194.0,07,03-10-2020,Soest
268,7.0,15.0,46194.0,06,03-09-2020,Soest
268,7.0,15.0,46194.0,05,03-08-2020,Soest
268,7.0,15.0,46194.0,04,03-07-2020,Soest
268,6.0,13.0,46194.0,03,03-06-2020,Soest
268,4.0,9.0,46194.0,02,03-05-2020,Soest
270,6.0,31.0,19322.0,19,03-22-2020,Someren
270,5.0,26.0,19322.0,18,03-21-2020,Someren
270,5.0,26.0,19322.0,17,03-20-2020,Someren
270,3.0,16.0,19322.0,16,03-19-2020,Someren
270,3.0,16.0,19322.0,15,03-18-2020,Someren
270,2.0,10.0,19322.0,14,03-17-2020,Someren
180,1.0,5.0,19322.0,12,03-16-2020,Someren
199,1.0,5.0,19322.0,13,03-16-2020,Someren
158,1.0,5.0,19322.0,11,03-14-2020,Someren
271,10.0,59.0,16904.0,19,03-22-2020,Son en Breugel
271,8.0,47.0,16904.0,18,03-21-2020,Son en Breugel
271,7.0,41.0,16904.0,17,03-20-2020,Son en Breugel
271,5.0,30.0,16904.0,16,03-19-2020,Son en Breugel
271,4.0,24.0,16904.0,15,03-18-2020,Son en Breugel
271,4.0,24.0,16904.0,14,03-17-2020,Son en Breugel
181,2.0,12.0,16904.0,12,03-16-2020,Son en Breugel
200,4.0,24.0,16904.0,13,03-16-2020,Son en Breugel
159,2.0,12.0,16904.0,11,03-14-2020,Son en Breugel
141,2.0,12.0,16904.0,10,03-13-2020,Son en Breugel
124,1.0,6.0,16904.0,09,03-12-2020,Son en Breugel
270,1.0,6.0,16904.0,08,03-11-2020,Son en Breugel
272,0.0,0.0,31789.0,19,03-22-2020,Stadskanaal
272,0.0,0.0,31789.0,18,03-21-2020,Stadskanaal
272,0.0,0.0,31789.0,17,03-20-2020,Stadskanaal
272,0.0,0.0,31789.0,16,03-19-2020,Stadskanaal
272,0.0,0.0,31789.0,15,03-18-2020,Stadskanaal
272,0.0,0.0,31789.0,14,03-17-2020,Stadskanaal
273,3.0,18.0,17003.0,19,03-22-2020,Staphorst
273,3.0,18.0,17003.0,18,03-21-2020,Staphorst
273,3.0,18.0,17003.0,17,03-20-2020,Staphorst
273,2.0,12.0,17003.0,16,03-19-2020,Staphorst
273,1.0,6.0,17003.0,15,03-18-2020,Staphorst
273,1.0,6.0,17003.0,14,03-17-2020,Staphorst
182,1.0,6.0,17003.0,12,03-16-2020,Staphorst
201,1.0,6.0,17003.0,13,03-16-2020,Staphorst
160,1.0,6.0,17003.0,11,03-14-2020,Staphorst
274,5.0,23.0,21706.0,19,03-22-2020,Stede Broec
274,5.0,23.0,21706.0,18,03-21-2020,Stede Broec
274,3.0,14.0,21706.0,17,03-20-2020,Stede Broec
274,3.0,14.0,21706.0,16,03-19-2020,Stede Broec
274,1.0,5.0,21706.0,15,03-18-2020,Stede Broec
274,1.0,5.0,21706.0,14,03-17-2020,Stede Broec
202,1.0,5.0,21706.0,13,03-16-2020,Stede Broec
275,8.0,32.0,25054.0,19,03-22-2020,Steenbergen
275,5.0,20.0,25054.0,18,03-21-2020,Steenbergen
275,4.0,16.0,25054.0,17,03-20-2020,Steenbergen
275,4.0,16.0,25054.0,16,03-19-2020,Steenbergen
275,2.0,8.0,25054.0,15,03-18-2020,Steenbergen
275,2.0,8.0,25054.0,14,03-17-2020,Steenbergen
183,1.0,4.0,25054.0,12,03-16-2020,Steenbergen
203,2.0,8.0,25054.0,13,03-16-2020,Steenbergen
276,3.0,7.0,43940.0,19,03-22-2020,Steenwijkerland
276,3.0,7.0,43940.0,18,03-21-2020,Steenwijkerland
276,1.0,2.0,43940.0,17,03-20-2020,Steenwijkerland
276,1.0,2.0,43940.0,16,03-19-2020,Steenwijkerland
276,1.0,2.0,43940.0,15,03-18-2020,Steenwijkerland
276,1.0,2.0,43940.0,14,03-17-2020,Steenwijkerland
277,6.0,24.0,24961.0,19,03-22-2020,Stein
277,5.0,20.0,24961.0,18,03-21-2020,Stein
277,5.0,20.0,24961.0,17,03-20-2020,Stein
277,4.0,16.0,24961.0,16,03-19-2020,Stein
277,4.0,16.0,24961.0,15,03-18-2020,Stein
277,3.0,12.0,24961.0,14,03-17-2020,Stein
184,3.0,12.0,24961.0,12,03-16-2020,Stein
204,3.0,12.0,24961.0,13,03-16-2020,Stein
161,3.0,12.0,24961.0,11,03-14-2020,Stein
142,1.0,4.0,24961.0,10,03-13-2020,Stein
125,1.0,4.0,24961.0,09,03-12-2020,Stein
276,1.0,4.0,24961.0,08,03-11-2020,Stein
278,12.0,19.0,64336.0,19,03-22-2020,Stichtse Vecht
278,10.0,16.0,64336.0,18,03-21-2020,Stichtse Vecht
278,10.0,16.0,64336.0,17,03-20-2020,Stichtse Vecht
278,10.0,16.0,64336.0,16,03-19-2020,Stichtse Vecht
278,9.0,14.0,64336.0,15,03-18-2020,Stichtse Vecht
278,8.0,12.0,64336.0,14,03-17-2020,Stichtse Vecht
185,7.0,11.0,64336.0,12,03-16-2020,Stichtse Vecht
205,7.0,11.0,64336.0,13,03-16-2020,Stichtse Vecht
162,6.0,9.0,64336.0,11,03-14-2020,Stichtse Vecht
143,6.0,9.0,64336.0,10,03-13-2020,Stichtse Vecht
126,5.0,8.0,64336.0,09,03-12-2020,Stichtse Vecht
277,5.0,8.0,64336.0,08,03-11-2020,Stichtse Vecht
277,5.0,8.0,64336.0,07,03-10-2020,Stichtse Vecht
277,5.0,8.0,64336.0,06,03-09-2020,Stichtse Vecht
277,5.0,8.0,64336.0,05,03-08-2020,Stichtse Vecht
277,4.0,6.0,64336.0,04,03-07-2020,Stichtse Vecht
277,3.0,5.0,64336.0,03,03-06-2020,Stichtse Vecht
277,2.0,3.0,64336.0,02,03-05-2020,Stichtse Vecht
127,1.0,2.0,64336.0,09,03-12-2020,SÃºdwest FryslÃ¢n
144,1.0,2.0,64336.0,10,03-13-2020,SÃºdwest-FryslÃ¢n
279,2.0,2.0,89710.0,17,03-20-2020,Sï¿½dwest-Fryslï¿½n
279,5.0,6.0,89710.0,19,03-22-2020,Súdwest-Fryslân
279,4.0,4.0,89710.0,18,03-21-2020,Súdwest-Fryslân
279,2.0,2.0,89710.0,16,03-19-2020,Súdwest-Fryslân
279,2.0,2.0,89710.0,15,03-18-2020,Súdwest-Fryslân
279,1.0,1.0,89710.0,14,03-17-2020,Súdwest-Fryslân
186,1.0,1.0,89710.0,12,03-16-2020,Súdwest-Fryslân
206,1.0,1.0,89710.0,13,03-16-2020,Súdwest-Fryslân
163,1.0,1.0,89710.0,11,03-14-2020,Súdwest-Fryslân
280,5.0,9.0,54589.0,19,03-22-2020,Terneuzen
280,5.0,9.0,54589.0,18,03-21-2020,Terneuzen
280,5.0,9.0,54589.0,17,03-20-2020,Terneuzen
280,4.0,7.0,54589.0,16,03-19-2020,Terneuzen
280,3.0,5.0,54589.0,15,03-18-2020,Terneuzen
280,2.0,4.0,54589.0,14,03-17-2020,Terneuzen
187,1.0,2.0,54589.0,12,03-16-2020,Terneuzen
207,1.0,2.0,54589.0,13,03-16-2020,Terneuzen
164,1.0,2.0,54589.0,11,03-14-2020,Terneuzen
281,0.0,0.0,4890.0,19,03-22-2020,Terschelling
281,0.0,0.0,4890.0,18,03-21-2020,Terschelling
281,0.0,0.0,4890.0,17,03-20-2020,Terschelling
281,0.0,0.0,4890.0,16,03-19-2020,Terschelling
281,0.0,0.0,4890.0,15,03-18-2020,Terschelling
281,0.0,0.0,4890.0,14,03-17-2020,Terschelling
282,3.0,22.0,13547.0,19,03-22-2020,Texel
282,3.0,22.0,13547.0,18,03-21-2020,Texel
282,3.0,22.0,13547.0,17,03-20-2020,Texel
282,2.0,15.0,13547.0,16,03-19-2020,Texel
282,0.0,0.0,13547.0,15,03-18-2020,Texel
282,0.0,0.0,13547.0,14,03-17-2020,Texel
283,7.0,19.0,37061.0,19,03-22-2020,Teylingen
283,5.0,13.0,37061.0,18,03-21-2020,Teylingen
283,3.0,8.0,37061.0,17,03-20-2020,Teylingen
283,2.0,5.0,37061.0,16,03-19-2020,Teylingen
283,2.0,5.0,37061.0,15,03-18-2020,Teylingen
283,2.0,5.0,37061.0,14,03-17-2020,Teylingen
208,1.0,3.0,37061.0,13,03-16-2020,Teylingen
284,7.0,27.0,25780.0,19,03-22-2020,Tholen
284,7.0,27.0,25780.0,18,03-21-2020,Tholen
284,2.0,8.0,25780.0,17,03-20-2020,Tholen
284,2.0,8.0,25780.0,16,03-19-2020,Tholen
284,2.0,8.0,25780.0,15,03-18-2020,Tholen
284,1.0,4.0,25780.0,14,03-17-2020,Tholen
188,1.0,4.0,25780.0,12,03-16-2020,Tholen
209,1.0,4.0,25780.0,13,03-16-2020,Tholen
285,5.0,12.0,41978.0,19,03-22-2020,Tiel
285,4.0,10.0,41978.0,18,03-21-2020,Tiel
285,4.0,10.0,41978.0,17,03-20-2020,Tiel
285,4.0,10.0,41978.0,16,03-19-2020,Tiel
285,4.0,10.0,41978.0,15,03-18-2020,Tiel
285,4.0,10.0,41978.0,14,03-17-2020,Tiel
189,3.0,7.0,41978.0,12,03-16-2020,Tiel
210,4.0,10.0,41978.0,13,03-16-2020,Tiel
165,2.0,5.0,41978.0,11,03-14-2020,Tiel
145,2.0,5.0,41978.0,10,03-13-2020,Tiel
128,2.0,5.0,41978.0,09,03-12-2020,Tiel
284,1.0,2.0,41978.0,08,03-11-2020,Tiel
284,1.0,2.0,41978.0,07,03-10-2020,Tiel
284,1.0,2.0,41978.0,06,03-09-2020,Tiel
286,178.0,82.0,217259.0,19,03-22-2020,Tilburg
286,154.0,71.0,217259.0,18,03-21-2020,Tilburg
286,133.0,61.0,217259.0,17,03-20-2020,Tilburg
286,119.0,55.0,217259.0,16,03-19-2020,Tilburg
286,95.0,44.0,217259.0,15,03-18-2020,Tilburg
286,88.0,41.0,217259.0,14,03-17-2020,Tilburg
190,68.0,31.0,217259.0,12,03-16-2020,Tilburg
211,84.0,39.0,217259.0,13,03-16-2020,Tilburg
166,68.0,31.0,217259.0,11,03-14-2020,Tilburg
146,67.0,31.0,217259.0,10,03-13-2020,Tilburg
129,50.0,23.0,217259.0,09,03-12-2020,Tilburg
285,42.0,19.0,217259.0,08,03-11-2020,Tilburg
285,29.0,13.0,217259.0,07,03-10-2020,Tilburg
285,27.0,12.0,217259.0,06,03-09-2020,Tilburg
285,12.0,6.0,217259.0,05,03-08-2020,Tilburg
285,10.0,5.0,217259.0,04,03-07-2020,Tilburg
285,4.0,2.0,217259.0,03,03-06-2020,Tilburg
285,3.0,1.0,217259.0,02,03-05-2020,Tilburg
285,3.0,1.0,217259.0,01,03-04-2020,Tilburg
285,2.0,1.0,217259.0,00,03-03-2020,Tilburg
287,3.0,14.0,21276.0,19,03-22-2020,Tubbergen
287,3.0,14.0,21276.0,18,03-21-2020,Tubbergen
287,3.0,14.0,21276.0,17,03-20-2020,Tubbergen
287,3.0,14.0,21276.0,16,03-19-2020,Tubbergen
287,1.0,5.0,21276.0,15,03-18-2020,Tubbergen
287,1.0,5.0,21276.0,14,03-17-2020,Tubbergen
191,1.0,5.0,21276.0,12,03-16-2020,Tubbergen
212,1.0,5.0,21276.0,13,03-16-2020,Tubbergen
167,1.0,5.0,21276.0,11,03-14-2020,Tubbergen
147,1.0,5.0,21276.0,10,03-13-2020,Tubbergen
130,1.0,5.0,21276.0,09,03-12-2020,Tubbergen
286,1.0,5.0,21276.0,08,03-11-2020,Tubbergen
286,1.0,5.0,21276.0,07,03-10-2020,Tubbergen
286,1.0,5.0,21276.0,06,03-09-2020,Tubbergen
288,1.0,3.0,33792.0,19,03-22-2020,Twenterand
288,1.0,3.0,33792.0,18,03-21-2020,Twenterand
288,0.0,0.0,33792.0,17,03-20-2020,Twenterand
288,0.0,0.0,33792.0,16,03-19-2020,Twenterand
288,0.0,0.0,33792.0,15,03-18-2020,Twenterand
288,0.0,0.0,33792.0,14,03-17-2020,Twenterand
289,8.0,24.0,33698.0,19,03-22-2020,Tynaarlo
289,7.0,21.0,33698.0,18,03-21-2020,Tynaarlo
289,5.0,15.0,33698.0,17,03-20-2020,Tynaarlo
289,4.0,12.0,33698.0,16,03-19-2020,Tynaarlo
289,3.0,9.0,33698.0,15,03-18-2020,Tynaarlo
289,1.0,3.0,33698.0,14,03-17-2020,Tynaarlo
290,1.0,3.0,31780.0,19,03-22-2020,Tytsjerksteradiel
290,1.0,3.0,31780.0,18,03-21-2020,Tytsjerksteradiel
290,1.0,3.0,31780.0,17,03-20-2020,Tytsjerksteradiel
290,1.0,3.0,31780.0,16,03-19-2020,Tytsjerksteradiel
290,1.0,3.0,31780.0,15,03-18-2020,Tytsjerksteradiel
290,1.0,3.0,31780.0,14,03-17-2020,Tytsjerksteradiel
213,1.0,3.0,31780.0,13,03-16-2020,Tytsjerksteradiel
291,82.0,196.0,41782.0,19,03-22-2020,Uden
291,76.0,182.0,41782.0,18,03-21-2020,Uden
291,71.0,170.0,41782.0,17,03-20-2020,Uden
291,60.0,144.0,41782.0,16,03-19-2020,Uden
291,53.0,127.0,41782.0,15,03-18-2020,Uden
291,49.0,117.0,41782.0,14,03-17-2020,Uden
192,33.0,79.0,41782.0,12,03-16-2020,Uden
214,43.0,103.0,41782.0,13,03-16-2020,Uden
168,28.0,67.0,41782.0,11,03-14-2020,Uden
148,25.0,60.0,41782.0,10,03-13-2020,Uden
131,21.0,50.0,41782.0,09,03-12-2020,Uden
290,18.0,43.0,41782.0,08,03-11-2020,Uden
290,13.0,31.0,41782.0,07,03-10-2020,Uden
290,12.0,29.0,41782.0,06,03-09-2020,Uden
290,7.0,17.0,41782.0,05,03-08-2020,Uden
290,6.0,14.0,41782.0,04,03-07-2020,Uden
290,2.0,5.0,41782.0,03,03-06-2020,Uden
292,4.0,30.0,13528.0,19,03-22-2020,Uitgeest
292,2.0,15.0,13528.0,18,03-21-2020,Uitgeest
292,2.0,15.0,13528.0,17,03-20-2020,Uitgeest
292,0.0,0.0,13528.0,16,03-19-2020,Uitgeest
292,0.0,0.0,13528.0,15,03-18-2020,Uitgeest
292,0.0,0.0,13528.0,14,03-17-2020,Uitgeest
293,2.0,7.0,29424.0,19,03-22-2020,Uithoorn
293,2.0,7.0,29424.0,18,03-21-2020,Uithoorn
293,2.0,7.0,29424.0,17,03-20-2020,Uithoorn
293,2.0,7.0,29424.0,16,03-19-2020,Uithoorn
293,1.0,3.0,29424.0,15,03-18-2020,Uithoorn
293,0.0,0.0,29424.0,14,03-17-2020,Uithoorn
294,7.0,34.0,20776.0,19,03-22-2020,Urk
294,6.0,29.0,20776.0,18,03-21-2020,Urk
294,5.0,24.0,20776.0,17,03-20-2020,Urk
294,4.0,19.0,20776.0,16,03-19-2020,Urk
294,1.0,5.0,20776.0,15,03-18-2020,Urk
294,0.0,0.0,20776.0,14,03-17-2020,Urk
295,131.0,37.0,352866.0,19,03-22-2020,Utrecht
295,121.0,34.0,352866.0,18,03-21-2020,Utrecht
295,101.0,29.0,352866.0,17,03-20-2020,Utrecht
295,83.0,24.0,352866.0,16,03-19-2020,Utrecht
295,69.0,20.0,352866.0,15,03-18-2020,Utrecht
295,60.0,17.0,352866.0,14,03-17-2020,Utrecht
193,38.0,11.0,352866.0,12,03-16-2020,Utrecht
215,48.0,14.0,352866.0,13,03-16-2020,Utrecht
169,30.0,9.0,352866.0,11,03-14-2020,Utrecht
149,26.0,7.0,352866.0,10,03-13-2020,Utrecht
132,25.0,7.0,352866.0,09,03-12-2020,Utrecht
294,18.0,5.0,352866.0,08,03-11-2020,Utrecht
294,14.0,4.0,352866.0,07,03-10-2020,Utrecht
294,13.0,4.0,352866.0,06,03-09-2020,Utrecht
294,13.0,4.0,352866.0,05,03-08-2020,Utrecht
294,11.0,3.0,352866.0,04,03-07-2020,Utrecht
294,8.0,2.0,352866.0,03,03-06-2020,Utrecht
294,6.0,2.0,352866.0,02,03-05-2020,Utrecht
294,2.0,1.0,352866.0,01,03-04-2020,Utrecht
294,2.0,1.0,352866.0,00,03-03-2020,Utrecht
296,11.0,22.0,49515.0,19,03-22-2020,Utrechtse Heuvelrug
296,8.0,16.0,49515.0,18,03-21-2020,Utrechtse Heuvelrug
296,8.0,16.0,49515.0,17,03-20-2020,Utrechtse Heuvelrug
296,8.0,16.0,49515.0,16,03-19-2020,Utrechtse Heuvelrug
296,6.0,12.0,49515.0,15,03-18-2020,Utrechtse Heuvelrug
296,5.0,10.0,49515.0,14,03-17-2020,Utrechtse Heuvelrug
194,2.0,4.0,49515.0,12,03-16-2020,Utrechtse Heuvelrug
216,3.0,6.0,49515.0,13,03-16-2020,Utrechtse Heuvelrug
170,2.0,4.0,49515.0,11,03-14-2020,Utrechtse Heuvelrug
150,2.0,4.0,49515.0,10,03-13-2020,Utrechtse Heuvelrug
133,2.0,4.0,49515.0,09,03-12-2020,Utrechtse Heuvelrug
295,2.0,4.0,49515.0,08,03-11-2020,Utrechtse Heuvelrug
295,2.0,4.0,49515.0,07,03-10-2020,Utrechtse Heuvelrug
295,2.0,4.0,49515.0,06,03-09-2020,Utrechtse Heuvelrug
295,2.0,4.0,49515.0,05,03-08-2020,Utrechtse Heuvelrug
295,1.0,2.0,49515.0,04,03-07-2020,Utrechtse Heuvelrug
295,1.0,2.0,49515.0,03,03-06-2020,Utrechtse Heuvelrug
297,0.0,0.0,10092.0,19,03-22-2020,Vaals
297,0.0,0.0,10092.0,18,03-21-2020,Vaals
297,0.0,0.0,10092.0,17,03-20-2020,Vaals
297,0.0,0.0,10092.0,16,03-19-2020,Vaals
297,0.0,0.0,10092.0,15,03-18-2020,Vaals
297,0.0,0.0,10092.0,14,03-17-2020,Vaals
298,4.0,24.0,16470.0,19,03-22-2020,Valkenburg aan de Geul
298,4.0,24.0,16470.0,18,03-21-2020,Valkenburg aan de Geul
298,4.0,24.0,16470.0,17,03-20-2020,Valkenburg aan de Geul
298,2.0,12.0,16470.0,16,03-19-2020,Valkenburg aan de Geul
298,2.0,12.0,16470.0,15,03-18-2020,Valkenburg aan de Geul
298,2.0,12.0,16470.0,14,03-17-2020,Valkenburg aan de Geul
217,1.0,6.0,16470.0,13,03-16-2020,Valkenburg aan de Geul
299,4.0,13.0,30910.0,19,03-22-2020,Valkenswaard
299,4.0,13.0,30910.0,18,03-21-2020,Valkenswaard
299,2.0,6.0,30910.0,17,03-20-2020,Valkenswaard
299,1.0,3.0,30910.0,16,03-19-2020,Valkenswaard
299,1.0,3.0,30910.0,15,03-18-2020,Valkenswaard
299,0.0,0.0,30910.0,14,03-17-2020,Valkenswaard
300,0.0,0.0,27491.0,19,03-22-2020,Veendam
300,0.0,0.0,27491.0,18,03-21-2020,Veendam
300,0.0,0.0,27491.0,17,03-20-2020,Veendam
300,0.0,0.0,27491.0,16,03-19-2020,Veendam
300,0.0,0.0,27491.0,15,03-18-2020,Veendam
300,0.0,0.0,27491.0,14,03-17-2020,Veendam
301,3.0,5.0,65589.0,19,03-22-2020,Veenendaal
301,2.0,3.0,65589.0,18,03-21-2020,Veenendaal
301,2.0,3.0,65589.0,17,03-20-2020,Veenendaal
301,2.0,3.0,65589.0,16,03-19-2020,Veenendaal
301,1.0,2.0,65589.0,15,03-18-2020,Veenendaal
301,1.0,2.0,65589.0,14,03-17-2020,Veenendaal
195,1.0,2.0,65589.0,12,03-16-2020,Veenendaal
218,1.0,2.0,65589.0,13,03-16-2020,Veenendaal
171,1.0,2.0,65589.0,11,03-14-2020,Veenendaal
151,1.0,2.0,65589.0,10,03-13-2020,Veenendaal
134,1.0,2.0,65589.0,09,03-12-2020,Veenendaal
302,5.0,23.0,21835.0,19,03-22-2020,Veere
302,5.0,23.0,21835.0,18,03-21-2020,Veere
302,2.0,9.0,21835.0,17,03-20-2020,Veere
302,1.0,5.0,21835.0,16,03-19-2020,Veere
302,1.0,5.0,21835.0,15,03-18-2020,Veere
302,1.0,5.0,21835.0,14,03-17-2020,Veere
196,1.0,5.0,21835.0,12,03-16-2020,Veere
219,1.0,5.0,21835.0,13,03-16-2020,Veere
172,1.0,5.0,21835.0,11,03-14-2020,Veere
152,1.0,5.0,21835.0,10,03-13-2020,Veere
135,1.0,5.0,21835.0,09,03-12-2020,Veere
301,2.0,9.0,21835.0,08,03-11-2020,Veere
303,11.0,24.0,45337.0,19,03-22-2020,Veldhoven
303,9.0,20.0,45337.0,18,03-21-2020,Veldhoven
303,5.0,11.0,45337.0,17,03-20-2020,Veldhoven
303,2.0,4.0,45337.0,16,03-19-2020,Veldhoven
303,1.0,2.0,45337.0,15,03-18-2020,Veldhoven
303,1.0,2.0,45337.0,14,03-17-2020,Veldhoven
197,1.0,2.0,45337.0,12,03-16-2020,Veldhoven
220,1.0,2.0,45337.0,13,03-16-2020,Veldhoven
173,1.0,2.0,45337.0,11,03-14-2020,Veldhoven
